pdb_id	Hchain	Lchain	antigen_chain
8hdo	N		A | B
8hdp	N		A | B
7t82	D	C	A
7t82	H	L	B
7t86	H	L	I
7t86	B	A	J
7t86	D	C	G
7t86	F	E	K
7t87	H	L	A | B
7u62	H	L	H
7u63	H	L	H
7u63	B	A	B
7u63	D	C	D
7u64	A	B	A
7u64	C	D	C
7u64	E	F	E
7u64	G	H	G
7u64	I	J	I
7u64	K	L	K
7u64	M	N	M
7u64	O	P	O
7uih	D		A
7uih	F		A
7ujd	D		A
7ujd	F		A
7uzc	E	F	B
7uzc	H	L	A
7uzd	H	L	A
7x4i	E		D
7x4i	F		B
7x4i	G		C
7x4i	H		A
7xnf	H	L	A
7xsw	H	L	R
7xsw	A	B	C
7zlg	H	L	A
7zlh	H	L	A
7zli	H	L	A
7zlj	H	L	A
8dv6	C	L	B
8dv6	H	D	A
7yar	I	M	C
7yar	G	H	A
7yar	K	L	B
7ox1	A	B	G
7ox1	C	D	Z
7ox1	E	F	Y
7ox1	H	L	X
7ox2	A	L	T
7ox2	B	C	O
7ox2	D	E	M
7ox2	J	K	N
7ox3	A	B	C
7ox4	A	B	C
7ust	B		A
7usv	D		B
7usv	C		A
7wch	D	E	A
7wch	H	L	B
7wch	M	N	G
7wck	A	B	R
7wcp	D	E	B
7wcp	H	L	A
7wcp	M	N	C
7wcu	A	B	R
7xw9	S	s	A | B
7ykj	A	D	C
8b7w	H		C
8gv6	G	H	D | C
8gv6	I	J	F | E | A
8hao	F		C | D
8hao	N		A | B
7qha	C		B | A
7t72	H	L	A
7wcm	N		A | C | B
7wcn	N		A | B
7wd1	C		B
7wd1	D		A
7wd2	C		A
7wd2	D		B
7wti	H	L	A
7wti	I	K	C
7wti	G	J	B
7wur	E	F	A
7wur	G	H	B
7x2j	B		S
7x2k	H	L	E
7x2k	B		E
8bbh	H	L	A
8d47	H	L	C
8d47	B	A	D
8dam	B		A
8dam	C		A
8gv5	C	D	B | A
8gv7	C	D	B | A
8gz3	N		L | H
8ha0	N		A | B
8haf	N		A | B
8hii	H	L	A
8hij	H	L	A
8hik	H	L	A
8gsf	H	L	A | C
8gsf	E	F	1 | 3
7t25	H	L	E
7t25	A	B	C
7u5b	A	B	J
7u5b	H	L	I
7wtf	H	L	B
7wtf	G	J	C
7wtf	I	K	D
7wtg	H	L	E
7wth	H	L	E
7wtj	H	L	E
7wtk	H	L	C
7wtk	G	J	B
7wtk	I	K	A
7x2m	B		E
8b41	G		A
8b41	H		B
8b41	I		C
8b41	J		D
8ddk	A	B	C
8diu	G	C	D
8diu	E	F	B
8diu	H	I	A
8f7q	E	e	A | B | C
8f7r	E	e	A | B | C
8f7w	E	e	A | B | C
8f7x	E	e	A | B
8gsc	H	L	1 | 3
8gsd	H	L	1 | 3
8gse	H	L	1 | 3
7t0l	G	K	E | D
7t0l	H	L	B | A
7t1w	H	L	A
7t1x	H	L	A
7df1	H	L	D
7df1	F	J	C
7df1	G	K	D
7t2h	E	e	A | B
7uz4	H	L	A
7uz4	M	N	B
7uz4	P	Q	C
7uz5	H	L	A
7uz6	H	L	A
7uz6	M	N	B
7uz6	P	Q	C
7uz7	H	L	A
7uz7	M	N	B
7uz7	P	Q	C
7uz8	H	L	A
7uz8	M	N	B
7uz8	P	Q	C
7uz9	H	L	A
7uz9	M	N	B
7uz9	P	Q	C
7uza	H	L	A | B
7uzb	H	L	A
7wvl	H	L	F
7x2l	B		E
7x8w	H	L	A
7x8y	H	L	A
7x8z	H	L	A
7x90	E	F	G
7x91	H	L	A
7x92	H	L	A
8dcy	A	B	C
8dl7	D	C	A
8dl8	D	C	A
8dw2	D	C	B
8dw2	H	L	B
8dw3	D	C	B
8dw3	H	L	B
8dw9	C	D	B
8dw9	H	L	A
8dwa	H	L	A
8dxs	H	L	A
8dxs	F		C
8dxs	G		B
8e99	E		B
8gz5	B		A
7wos	D	d	B
7wos	E	e	B
7wos	F	f	C
7wos	G	g	C
7sx6	H	L	G
7sx6	B	C	A
7sx7	H	L	G
7sx7	B	C	A
7wop	B	b	A
7wop	C	c	A
7woq	D	d	B
7wor	D	d	B
7wor	E	e	B
7wor	F	f	C
7wou	D	d	B
7wou	E	e	B
7wou	F	f	C
7wou	G	g	C
7wov	D	d	A
7wov	E	e	A
7wov	F	f	B
7wov	G	g	B
7wov	H	h	C
7wov	I	i	C
7wow	D	d	A
7wow	E	e	A
7wow	F	f	B
7wow	G	g	B
7wow	H	h	C
7wow	I	i	C
7wow	M	m	J
7wow	N	n	J
7wow	O	o	K
7wow	P	p	K
7wow	Q	q	L
7wow	R	r	L
8d29	A	B	C
8d29	D	E	F
8d29	G	I	J
8d29	H	L	R
8dk7	B	A	C
8dk7	D	E	F
8e9w	E	e	B | C
8e9x	E	e	B | C
8e9y	E	e	B | C
8e9z	E	e	B | C
8eb2	J	L	D
8eb2	K	M	A
8eb2	N	O	G
7t17	J	K	C
7t17	F	G	A
7stg	B		A
7stg	D		C
7stg	F		E
7stg	H		G
7stg	J		I
7stg	L		K
7stg	N		M
7stg	P		O
7stg	R		Q
7stg	T		S
7stg	V		U
7stg	X		W
7stg	Z		Y
7stg	b		a
7stg	d		c
7stg	f		e
7ssh	B		A
7ssh	D		C
7ssh	F		E
7ssh	H		G
7ssh	J		I
7ssh	L		K
7ssh	N		M
7ssh	P		O
7ssh	R		Q
7ssh	T		S
7ssh	V		U
7ssh	X		W
7ssh	Z		Y
7ssh	b		a
7ssh	d		c
7ssh	f		e
7st3	B		A
7st3	D		C
7st3	F		E
7st3	H		G
7st3	J		I
7st3	L		K
7st3	N		M
7st3	P		O
7st3	R		Q
7st3	T		S
7st3	V		U
7st3	X		W
7st3	Z		Y
7st3	b		a
7st3	d		c
7st3	f		e
7sqp	B		A
7sqp	D		C
7sr0	B		A
7sr0	D		C
7sr3	B		A
7sr3	D		C
7sr4	B		A
7sr4	D		C
7sr5	B		A
7sr5	D		C
7srk	B		A
7srk	D		C
7sww	H	L	A
7swx	H	L	A
7tjc	A		A
7tjc	B		B
7tr4	L	H	A | P
7u9o	H	L	A
7u9p	H	L	A
7umm	H	L	A
7umm	I	M	B
7umm	J	N	C
7uny	B		D
7uny	C		A
7unz	C		B
7unz	A		D
7uym	H	L	P
7v05	A	a	X
7v05	B	b	X
7v05	C	c	X
7v05	D	d	X
7v05	E	e	X
7v05	F	f	X
7v05	G	g	X
7v05	H	h	X
7v05	I	i	X
7v05	J	j	X
7v05	K	k	X
7v05	L	l	X
7v05	M	m	X
7v05	N	n	X
7wki	B		A
7xmx	E	F	C
7xmx	H	I	A
7xmx	K	L	B
7xmz	H	L	C
7xmz	D	E	A
7xmz	G	I	B
7xst	L	M	C
7xst	N	O	C
7xst	H	I	B
7xst	J	K	B
7xst	D	E	A
7xst	F	G	A
7xy8	H	L	A
7xy8	I	M	B
8as0	B	C	A
8as0	E	D	F
8as0	H	G	I
8as0	K	J	L
8as0	N	M	O
8as0	Q	P	R
8as0	W	V	X
8as0	T	S	Y
8bh5	H	L	E
8bh5	C		E
8dtr	A	B	G
8dtr	E	F	J
8dtt	A	B	G
8dtt	E	F	J
8dtx	H	L	I
8dtx	A	B	G
8e3x	N		A | B | G
8e3y	N		A | B
8e3z	N		A | B
8ew6	V		W
8d5c	H	L	A | D
8d5c	I	J	B | E
8d5c	P	Q	C | F
8dvd	H	L	G | E | F
7pa5	B		A
7q3q	B		A
7q3r	F		A
7q3r	G		A
7r58	H	L	A
7six	H	L	A | B
7sj0	B	L	A
7ubx	D		A
7ubx	C		B
7uby	D		B
7uby	C		A
7wvf	C	c	A
7zw1	C		B
8dim	B	C	A
8dim	E	F	D
8dim	H	I	G
8dyp	B		A
7s07	X	Y	A | B
7s07	H	L	A
7s1b	H	L	A
7s1b	X	Y	A | B
7sd3	G	H	F | E
7sd3	K	N	B
7sd3	I	M	D
7try	H	h	A | B
7ugp	M	P	A
7ugp	N	Q	B
7ugp	O	R	C
7ugp	G	J	A
7ugp	H	K	B
7ugp	I	L	C
7ugq	G	J	A
7ugq	H	K	B
7ugq	I	L	C
7ugq	M	P	A
7ugq	N	Q	B
7ugq	O	R	C
7wg3	E	A	I
7wg3	F	B	J
7wg3	G	C	K
7wg3	H	D	L
7x10	E	e	A | B
7x26	H	K	I
7x29	F	G	C
7x29	H	K	B
7x2a	H	K	A
8ef5	E	e	A | C | B
8ef6	E	e	A | C | B
8efb	E	e	A | C | B
8efl	E	e	A | C | B
8efo	E	e	A | C | B
7uot	S	T	c
7uot	O	P	a
7uot	Q	R	b
7uot	H	L	C | A | B
7zg0	G		C | F
7zg0	H		D | E
8gpu	H	L	A
8gpu	F	G	E
8gpu	C	D	B
8gpu	J	K	I
8gpu	N	O	M
8gpu	Q	R	P
7uov	H	L	A
7uov	S	T	c
7uov	D	E	B
7uov	O	P	a
7uov	F	G	C
7uov	Q	R	b
7vtj	H	L	C
7z12	B	C	A
7zxk	H	L	C
7zxk	J	I	A
8dwc	E	e	B | C
8dwg	E	e	B | C
8gpt	D	E	A
8gpt	F	G	B
8gpt	H	I	C
8gpx	H	L	E
8dua	H	L	B | G
8dua	D	E	A | C
8dua	J	K	F | I
7ocj	G		A
7ocj	E		C
7ocj	B		D
7ocj	H		F
7zra	E		C
7zra	G		A
7zra	F		D
7zra	H		B
7u8g	D	E	A
7ugn	G	J	A
7ugn	H	K	B
7ugn	I	L	C
7ugn	M	P	A
7ugn	N	Q	B
7ugn	O	R	C
7ugo	M	P	A
7ugo	N	Q	B
7ugo	O	R	C
7ugo	G	J	A
7ugo	H	K	B
7ugo	I	L	C
7vn9	H	L	E
7vn9	A	B	C
7vng	H	L	D
7wb5	H	L	R
7wbh	U	V	A
7wbh	O	Q	B
7wbh	P	S	C
7wy5	N		A | B
7wy8	D		A | B
7wyb	E	e	B | C
7wz4	S	s	A | B
8erq	H	L	A
8err	H	L	A
8err	E	F	C
8err	I	J	B
7t4g	H	L	A
7t4g	G	I	C
7t4g	J	K	E
7yr1	H	L	A
7yr1	D	F	B
7yr1	E	G	C
7ssc	H	L	P
7t2p	H	L	A | B
7y24	S	s	A | G | B
7y26	D	d	B | A
7y27	D	d	B | A
7yqx	H	F	B
7yqx	I	G	A
7yqy	H	F	B
7yqy	I	G	A
7yqy	J	E	C
7yqz	I	G	A
7yqz	J	H	C
7yr0	C	B	A
7yv7	F	E	A
8cz5	H	L	A
8d8q	H	L	A
8d8q	C	B	A
8d8r	H	L	A
7sgf	H	L	A | a
7sgf	J	K	B | b
7sgf	M	N	C | c
7sqw	A	B	C
7tgf	B		A
7tgi	B		A
7th2	C		A
7th2	D		B
7th3	B		A
7uvf	H	L	A
7uvf	X	Y	B
7xp4	N		A | B
7xp5	N		A | B
7xp6	N		A | B
7y89	S	s	C | B
7zce	E	e	C
7zce	F	f	B
7zce	G	g	A
7zcf	E	e	C
8d3a	H	L	G
8dfg	H	L	A
8dfg	I	M	B
8dfh	H	L	A
8dfi	H	L	A
8gx9	H	F	E
8gx9	I	L	A
8gx9	P	M	A
8gx9	O	N	E
7s7i	H	L	A
7s7i	I	M	B
7s7i	J	N	C
7s7i	U	V	D
7s7i	W	X	E
7s7i	Y	Z	F
7sa6	H	L	A
7sbz	A	B	D
7sbz	H	L	C
7xrp	B		F | A
7yu3	S	s	A | B
7yu5	S	s	A | B
7yu6	S	s	A | B
7yu7	S	s	A | B
7yu8	S	s	A | B
7yzi	C		B
7yzi	D		A
7yzi	E		B
7x3c	H	L	A | C
7x3c	F	E	B
7t9a	J	K	F
7t9a	M	N	B
7t9a	O	P	D | E
7t9a	H	L	A | C
7t9b	J	K	F
7t9b	M	N	B
7t9b	O	P	D
7t9b	H	L	E | C | A
7t74	K	G	D
7t74	H	L	A | E
7t74	M	N	F | C
7t74	I	J	B
7t75	H	L	B | A
7t76	H	L	E | C | A
7t73	H	L	E | C | A
7t77	H	L	E | C | A
7x2g	H	L	B
7x37	H	L	B
7x38	H	L	A | C | B
7x3f	H	L	B | C
7x4k	H	L	B | C
7nxx	B		A
7v6o	E	D	A
7v6o	G	F	B
7v6o	I	H	C
7vie	E	e	D | A
7vif	E	e	D | A
7vig	E	e	D | A
7vih	E	e	D | A
7w6p	H	h	A | B
7w7e	H	h	A | B
7wrj	A	B	R
7wry	H	L	R
7wxu	N		A | B
7wxw	D		A | B
7wy0	C	c	A | B
7wz7	C	c	A | B
7x2i	H	L	B
7x2o	H	L	B
7x2t	H	L	A | B | C
7x2v	E	e	B | C
7x2w	H	L	A | B | C
7x3d	H	L	B | C
7x3e	H	L	B | C
7x40	H	L	A | B | C
7x42	H	L	A | B | C
7x46	H	L	B
7x47	H	L	B
7x49	H	L	A | B | C
7x4m	H	L	A | B | C
7y0c	A	B	R
7y0c	M	N	E
7y0v	H	L	R
7y0w	A	B	R
7y0w	H	L	R
8ds5	C	B	A
8e7m	H	L	A
7zlk	H	L	D
7zlk	M	N	F
7zlk	O	P	A
7zlk	Q	R	C
7zlk	S	T	E | B
7srr	E	e	B | C
7srs	Q	P	R
7srs	H	L	C
7ut3	H	L	L
7v5j	E	D	A
7v5j	G	F	C
7v5j	I	H	B
7vfx	S	s	A | B
7xco	H	L	A
7xco	M	N	B
7xco	O	P	C
8dke	A	B	P
8dki	A	B	P
8dkm	A	B	P
8dkw	A	B	P
8dkx	A	B	P
7b5g	B		A
7b5g	D		C
7b5g	F		E
7b5g	H		G
7r0c	D	d	C | A
7r0j	D	d	C | A
7sai	C		A
7saj	B		A
7saj	D		C
7saj	F		E
7saj	H		G
7saj	J		I
7sak	B		A
7tjq	A	B	C
7tjq	D	E	G
7tjq	H	L	F
7tjq	I	M	F
7tjq	J	K	C
7tjq	N	O	G
7tl0	D	E	A
7tl0	F	G	B
7tl0	H	I	C
7tl0	J	K	A
7tl0	L	M	B
7tl0	N	O	C
7upm	B		A
7v6n	E	D	A
7v6n	G	F	B
7v6n	I	H	C
7x5h	E	e	A | B
7xxl	A	C	B
7yrf	F	E	C
7yrh	F	E	A
7sjn	D	E	B
7sjn	F	G	C
7sjn	H	L	A
7sjo	E	F	C
7sjo	H	L	A
7sjo	I	J	B
7sjp	H	L	E
7tuf	H	L	D
7tuf	A	B	C
7tug	H	L	D
7um3	I	M	B
7um3	H	L	A
7w71	H	L	A
7w71	I	M	B
7y9t	D		B
7y9t	C		A
7y9u	C		A
7y9u	D		B
7y9v	C		A
7y9v	D		B
7xw6	Y	L	R
7xw6	N		A | B
7ukt	E	F	C
7ukt	H	L	A
7ukp	E	F	C
7ukp	H	L	A
7uko	E	F	C
7uko	H	L	A
7uk9	E	F	C
7uk9	H	L	A
7ujk	E	F	C
7ujk	H	L	A
7uje	E	F	C
7uje	H	L	A
7uh8	E	F	C
7uh8	H	L	A
7ufh	E	F	C
7ufh	H	L	A
7ue0	E	F	C
7ue0	H	L	A
7udh	E	F	C
7udh	H	L	A
7udg	E	F	C
7udg	H	L	A
7ucy	E	F	C
7ucy	H	L	A
7ubr	E	F	C
7ubr	H	L	A
7u9v	E	F	C
7u9v	H	L	A
7u9f	E	F	C
7u9f	H	L	A
7u60	E	F	C
7u60	H	L	A
7tpd	E	F	C
7tpd	H	L	A
7tmz	E	F	C
7tmz	H	L	A
7tho	E	F	C
7tho	H	L	A
7td8	E	F	C
7td8	H	L	A
7tct	E	F	C
7tct	H	L	A
7xw5	N		A | B
7ph7	C		B
7ph7	D		A
7ph2	C		B
7ph2	D		A
8dlx	H		C | A
7xz5	N		A | B | G
7y7m	F	G	C | B
8dlz	H		C
7ph3	C		B
7ph3	D		A
7u0y	H	L	R
7v8q	B	A	G
7v8q	D	C	H
7v8q	F	E	I
7vac	B	A	G
7vac	D	C	H
7vac	F	E	I
7vaz	D	C	G
7vaz	B	A	E
7vaz	H	F	I
7wbz	H	L	A
7x1t	D	d	B | C
7x1u	D	d	B | F | C
7xat	E	e	B | C
7xau	E	e	B | D | C
7xav	E	e	B | D | C
7xck	A	B	M
7xcp	H	L	B
7xz6	N		A | G | B
7yad	A	B	M
7yad	C	D	E
7ydi	H	L	E
7ydy	H	L	A | B
7ye5	H	L	A | B
7ye9	H	L	A
7ye9	G	I	C
7ye9	N	O	B
7yeg	H	L	A
7yeg	G	I	C
7yeg	N	O	B
7yms	F	E	A
7yp7	N		A | B
7yz9	B		A
7yzk	C		B
7yzk	D		A
7zk1	B		A
7zk1	C		A
7zkw	C		A
7zkw	D		B
7zkz	B		A
7zkz	C		A
8dad	H	L	B
8di5	H		C
8dlr	H	L	A
8dls	H	L	A
8dlw	C	D	B
8dlw	F	G	E
8dlw	H	L	A
8dly	H		C
8dm0	H		C
8dpf	E	e	B | C
8dpg	E	e	B | C
8dph	E	e	B | C
8dpi	E	e	B | C
8dzh	E	D	A
8dzh	H	L	C
8dzh	I	J	B
8dzi	H	L	C
8dzi	B	D	A
8dzi	G	F	E
8dd3	J	I	B
8dd3	K	L	D
7ucf	D	E	G
7ucf	H	L	G
7ucg	D	E	G
7ucg	H	L	G
7ucg	C	F	I
7ucg	J	K	I
7ucg	N	O	P
7ucg	Q	R	P
7usl	H	L	C
7v3l	D	E	A
7v3l	F	G	B
7v3l	H	I	C
7v4w	B	A	C
7wm0	H	L	B
7wu9	S	s	A | B
7x7t	H	L	G
7x7t	A	B	G
7x7t	C	D	G
7x7u	H	L	G
7x7u	A	B	G
7x7u	C	D	G
7x7v	H	L	E
7x7v	A	F	E
7x7v	C	D	E
7xw7	A	B	R
7y3j	H	L	A
7yhk	F	H	A
7zbu	H	L	A
8a1e	D	E	A
8a1e	B	C	A
8dd2	J	I	B
8dd2	K	L	D
7upl	E	D	B
7upl	F	I	A
7nbb	D		A | C | B
7nbb	H		E | F | G
7u0p	E	F	C
7u0p	D	I	B
7z3a	G	I	F
7z3a	H	L	D
7z3a	M	O	B
7z3a	J	N	A
7z3a	K	P	C
7fjc	H	L	E
7qvm	S	s	A | B
7sbd	H	L	C
7sbg	H	L	C
7str	H	L	C
7sts	A	B	D
7sts	H	L	C
7sue	H	L	C
7sue	B	A	D
7sue	F	E	J
7sue	I	G	K
7t9m	H	L	R
7unb	H	L	R
7unb	F	E	R
7upw	D	E	A
7upw	F	G	B
7upw	H	L	C
7upx	H	L	A
7upy	H	L	B
7upy	D	E	C
7upy	F	G	A
7v23	O	P	A
7v23	Q	R	B
7v23	S	T	C
7v24	H	L	A
7v27	B	A	C
7voa	A		B
7wcd	E	F	H
7wcd	G	I	J
7wcd	A	B	C
7xkd	N		A | G | B
7xke	N		A | B
7xkf	N		A | G | B
7y0g	B	A	B
7y0g	E	D	E
7y0g	H	G	H
7y0g	K	J	K
8cw9	J	B	E
8cw9	C	D	A
8cw9	G	M	A
8cw9	H	L	F
8cw9	I	K	E
8cw9	N	O	F
7t9n	H	L	R
7t9n	N		X | Y
7fh0	B		A
7fh0	C		A
7qti	G	H	K
7qti	B	C	A
7qti	F	E	A
7qti	I	J	D
7qtj	B	C	A
7qtj	F	E	A
7qtk	B	C	D
7t7b	H	L	A
7t9i	N		X | Y
7tcq	H	L	C
7tcq	A	B	D
7u09	H	L	A
7u0a	H	L	A
7u0e	A	B	D
7u0e	H	L	C
7utz	N		Y | Z | X
7vgr	D	C	A
7vgr	F	E	B
7vgs	D	C	A
7vgs	F	E	B
7vke	B		A
7vvj	N		A | B
7vvk	N		A | B
7vvl	N		A | B
7vvm	N		A | B
7vvn	N		A | B
7vvo	N		A | B
7xms	S	s	A | B
7xmt	S	s	A | C | B
8df5	A	B	R
8df5	C	D	S
8df5	H	L	R
8df5	M	N	S
8djk	H	L	B | A
8djm	H	L	B | A
8dt3	H	L	C
7wjy	B	C	A | G
7wjy	E	F	D
8dfl	E		A
8dfl	F		B
8dfl	G		C
8dfl	H		D
7re7	H	L	A | C
7sk7	D	C	B | A
7xt8	N		A | B
7xta	E	e	A | B | G
7xtb	N		A | B
7xtc	N		A | B | G
7ums	4	5	1 | U
7ums	6	7	2 | T
8dao	C	D	I
8dao	A	B	J
7t0w	H	L	D | C
7t0z	H	L	D | E
7ozt	A		B
7fgj	H	L	C
7fgl	H	L	C
7fgr	H	L	C
7noz	R		D | C
7qe5	B		A
7sk3	D	C	B
7sk3	F	E	A
7sk4	D	C	B
7sk4	F	E	A
7sk5	F	E	A
7sk6	F	E	A
7sk8	D	C	B
7sk8	F	E	A
7sk9	F	E	A
7w0l	S	s	A | B
7w0m	S	s	A | B
7w0n	S	s	A | B
7w0o	S	s	A | B
7w0p	S	s	A | B
7xtp	C		A
7xtp	D		B
8d36	H	L	F
8d6z	A	B	H
8d6z	C	D	K
8d6z	E	F	J
8d6z	G	I	L
8dcr	N		A | B
8dcs	N		A | B
7skz	H	L	A
7sl5	A	B	C
7sl5	D	E	F
7sl5	G	H	I
7sl5	J	K	L
7u9g	G	D	B
7u9g	H	E	C
7u9g	I	F	A
7um5	E	e	B | C
7um6	E	e	B | C
7um7	E	e	B | C
7ura	H	L	A
7urc	H	L	A
7urd	H	L	A
7ure	H	L	A
7urf	O	P	A
7vq0	D		A
7vq0	E		B
7vq0	F		C
7wo4	D	E	B
7wo4	F	G	A
7wo4	H	I	C
7wo4	M	N	K
7wo4	O	P	J
7wo4	Q	R	L
7wo5	D	E	B
7wo5	F	G	A
7wo5	H	I	C
7wo7	A	B	C
7woa	D	B	A
7woa	F	G	C
7wob	D	B	A
7wob	F	G	C
7wob	H	I	E
7woc	A	B	C
7wog	A	B	C
7wp0	H	L	F
7wp2	H	L	F
7xou	N		A | B
7xov	N		A | B
7xow	E	e	A | B
7xox	E	e	A | B
7y12	S	s	A | B
7y15	S	s	A | B
7fbi	H	L	A
7fbi	N	M	A
7rpu	A	B	P
7wj5	E	e	A | B
7wjz	A	C	B
7wjz	D	N	I
7wjz	E	O	J
7wjz	F	P	K
7wjz	G	Q	L
7wjz	H	R	M
7wk0	A	B	C
7wk0	D	E	F
7won	H	L	F
7wp1	H	L	F
7wp5	H	L	F
7x6a	H	L	B
7x6a	G	J	D
7x6a	I	K	A
7xbd	E	e	B | C
7xqv	B		A
7z6v	X		A
7z6v	Y		B
7z6v	Z		C
7z7x	F		C
7z7x	D		A
7z7x	E		B
7z85	F		C
7z85	D		A
7z85	E		B
7z86	X		A
7z86	Y		B
7z86	Z		C
7z9q	D		C
7z9q	E		A
7z9q	F		B
7z9r	Y		B
7z9r	X		A
7z9r	Z		C
7zms	K		A
7zyi	H	L	A
7fah	H	L	A
7fah	C	D	B
8cyd	D		B
8cyd	E		C
8cyd	F		A
8cyj	A		R
8cyj	B		R
8cyj	C		R
8cyj	D		R
8dcc	H	L	E
7x1m	A	B	M
7x1m	C	D	M
7x1m	H	L	M
7xtq	N		A | B | G
8cy9	D		A
8cy9	E		B
8cy9	F		C
8cya	D		C
8cya	E		A
8cya	F		B
7t92	H	L	B
7tz5	H	N	C
7tz5	I	L	A
7tz5	J	M	B
8cyb	D		A
8cyc	D		A
8cyc	E		B
8cyc	F		C
7ran	E	e	B | C
7szu	H	L	R
8cy6	D		A
8cy6	E		B
8cy6	F		C
8cy7	D		A
8cy7	E		B
8cy7	F		C
8cwu	B		A
8cwv	H	L	A
8cwv	B		A
8cxn	D		A
8cxn	F		C
8cxn	E		B
8cxq	D		A
8cxq	E		B
8cxq	F		C
7ssv	H	L	B | A | C | D
7ssz	E		A
7ssz	F		B
7ssz	G		C
7ssz	H		D
6fe4	F		A
7jmo	H	L	A
6ch9	Q	R	G
4o51	B	A	N
7n0h	Z		C
7orb	E	F	X
5w08	K	L	C
5l21	B		A
7q1u	B		A
7lg6	J	M	E | B
7a17	B		A
6zdh	H	L	A
7t6s	E	e	A | B
4ffv	H	L	A
7cwn	K	I	B
5cjs	H	L	D | C
6mwx	O	P	N
2ny3	D	C	A
6h7o	D		B
4yo0	C	D	F
5ja9	B		D
3qa3	B	A	E
6x1t	H	L	M
1nca	H	L	N
4ypg	H	L	D
5toj	E		B
7mta	H	L	G
7mxl	J	K	C
7aqy	D		A
3t4y	B	A	B
4u3x	A		B
6hga	H	L	B
6wj1	J	K	D | C
7s3n	H	L	A
6q18	H	L	A
6mph	3	4	E
2vxs	J	N	D
7mno	H	L	A
6oor	H	L	A
6opa	F	I	B
7tn0	M	N	S
2oqj	E	D	F
7bh8	G	H	A | P
6ul6	C		A
7mw6	D	E	A
4fqr	a	b	A
5y7z	D		B
3w13	C	D	E
4tnw	V	Z	R
7rgp	E	e	A
7vnd	D		A
5fuc	E		C | B
7li7	B	C	A
6o2b	O	P	L | M
2ny0	D	C	A
7rlw	C	D	R
6vi0	H	L	G
6idk	H	L	D
7kxk	I	M	B
6myy	G	F	E
7t4r	P	Q	K
6wf1	H	L	B | A
6xox	E	e	A
6bdz	H	L	A
7dc8	B	A	C
7rda	H	L	C
4f9p	D	d	B
7wec	I	K	C
3duu	B	A	B
4j8r	B	A	I
6mto	H	L	T
5ojm	M		C
4ydv	H	L	P
5vta	I	G	B
7lja	G	F	B
1ynk	H	L	H
3x3f	H	L	A
4w2o	A		B
5zia	G	L	R
6cuf	h	l	c
7p02	H	h	A | B | G
6xcn	H	L	C
7bel	C	D	X
6x08	K		B
5vxr	H	L	P
7my3	E		A
6okm	H	L	R
2r56	I	M	B
7bej	H	L	E
5x2o	J	K	C | D
3j42	K	L	F
7l2e	H	L	A
1g6v	K		A
6z7w	D	C	K | L
7s0x	C	D	F
6cde	H	L	D
6nb6	I	M	B
7dcx	B	G	D
2qhr	H	L	P
7zfe	J	K	A
5dup	H	L	A
5fhc	A	B	J
7orb	H	L	R
4hc1	M	N	B
4qex	I	M	B
5dsc	E	F	M
5nqw	C		B
3mlt	H	L	P
6osy	H	L	A
7lq7	H	L	A
6k4z	A	a	a
7qbf	B		A
5mi0	B	C	A
6nip	H	L	Z
3ulu	D	C	A
3j8v	F	J	D
6w51	O	P	D | F
7tm0	E	D	C
1vfb	B	A	C
2p42	D		C
3kj6	H	L	A
6cde	M	N	C
7ra8	C	D	B
6xsk	I	K	B | A
6rp8	h	l	c
3hi6	H	L	A
6awo	B	C	A
7te1	H	L	D
6n1w	h	l	d
7tpr	H		B
7n0r	D		B
6huj	G		A | E
5lwf	D		B
6pzw	F	E	C
3k74	B		A
7s0x	H	L	E
5kel	Q	U	I
6kva	h	l	b
6x5b	I	F	D
1oau	J	N	J
7x2d	E		A | B
7lua	i	j	N
4qhu	B	A	D
6nqd	K	L	J | I
6n51	D		B
5uk2	H	h	C
1ggi	H	L	P
4ypg	B	A	C
6x3x	J	I	B
7wwl	J	N	A
6mfp	H	L	G
7n9t	D		C
4xx1	H	L	A
4ckd	H	L	C
2ltq	F	E	D
6nms	B	A	C
4cad	E	D	F
4yr6	A	B	C
7nd4	H	L	C
3q3g	K	J	L
2ltq	F	E	D
7r74	D		A
3opz	I	M	B
2b1h	H	L	P
6vel	H	L	C
5lbs	H	L	A
6s3t	N	M	A
7pc2	G	H	C
3vi3	F	E	B
7ws1	E	D	A
7lue	J	N	C
7oau	B		A
2vdm	H	L	A
6mhg	G	S	E
7dv4	H		G
6adc	E	F	B
6opo	H	L	A
7mta	H	L	G
5drz	H	L	P
7sp9	C		A
5x0t	A	B	E
6mhg	A	N	E
7a4d	A		E
4fp8	I	M	B
3ks0	K	J	A
7fci	H	L	A
6v4n	C	G	M
6tyl	H		F
6d0u	H	I	G
2vwe	E	C	A
6nb7	H	L	A
6zwk	F		L
4w2q	G		H
7khf	A	L	F
6wxl	K	J	I | G
7vgy	E	e	B | C
6vmj	F	E	Y
6p3s	C	D	E
5ifj	J	K	L
7tp3	H	L	Z
1q72	H	L	H
6h3t	I	M	B
5uoe	M	N	B
7r8m	H	L	B
7rga	F		F
4s10	B		D
4ers	H	L	A
2vc2	H	L	A
7eh5	H	L	A
5hj3	M	N	L | K
7luc	F	G	A
6o29	H	L	D
7f3q	H	L	A
1mh5	H	L	H
